PRP$	PRP$	1	0.000084
PRP$	VBG	4	0.000337
PRP$	FW	1	0.000084
PRP$	WDT	1	0.000084
PRP$	JJ	2495	0.209946
PRP$	WP	1	0.000084
PRP$	DT	40	0.003366
PRP$	PUNC	263	0.022131
PRP$	NN	7442	0.626220
PRP$	VBD	3	0.000252
PRP$	POS	1	0.000084
PRP$	PRP	7	0.000589
PRP$	RB	169	0.014221
PRP$	NNS	1042	0.087681
PRP$	NNP	165	0.013884
PRP$	VB	91	0.007657
PRP$	WRB	7	0.000589
PRP$	CC	21	0.001767
PRP$	RBS	9	0.000757
PRP$	RBR	4	0.000337
PRP$	CD	53	0.004460
PRP$	MD	4	0.000337
PRP$	NNPS	6	0.000505
PRP$	JJS	48	0.004039
PRP$	JJR	5	0.000421
PRP$	UH	1	0.000084
VBG	VB	288	0.657534
VBG	PUNC	26	0.059361
VBG	JJ	14	0.031963
VBG	NN	11	0.025114
VBG	PRP$	6	0.013699
VBG	WDT	3	0.006849
VBG	CD	1	0.002283
VBG	TO	16	0.036530
VBG	VBP	1	0.002283
VBG	VBN	6	0.013699
VBG	PRP	4	0.009132
VBG	RB	20	0.045662
VBG	IN	13	0.029680
VBG	VBG	1	0.002283
VBG	DT	22	0.050228
VBG	NNS	4	0.009132
VBG	NNP	2	0.004566
VBD	WRB	4	0.000585
VBD	JJS	1	0.000146
VBD	VB	4222	0.617071
VBD	PUNC	122	0.017831
VBD	RB	1542	0.225373
VBD	NN	45	0.006577
VBD	CC	4	0.000585
VBD	POS	1	0.000146
VBD	RBS	2	0.000292
VBD	VBN	320	0.046770
VBD	CD	7	0.001023
VBD	TO	109	0.015931
VBD	PRP	143	0.020900
VBD	JJ	74	0.010816
VBD	IN	57	0.008331
VBD	VBG	38	0.005554
VBD	DT	100	0.014616
VBD	PRP$	18	0.002631
VBD	NNS	5	0.000731
VBD	JJR	1	0.000146
VBD	NNP	27	0.003946
VBN	VB	866	0.750433
VBN	PUNC	29	0.025130
VBN	RB	101	0.087522
VBN	NN	10	0.008666
VBN	CC	4	0.003466
VBN	RBS	1	0.000867
VBN	VBN	9	0.007799
VBN	RBR	1	0.000867
VBN	TO	8	0.006932
VBN	CD	1	0.000867
VBN	PRP	15	0.012998
VBN	JJ	32	0.027730
VBN	IN	36	0.031196
VBN	VBG	1	0.000867
VBN	DT	23	0.019931
VBN	PRP$	8	0.006932
VBN	EX	1	0.000867
VBN	NNP	8	0.006932
VBP	PRP$	11	0.003146
VBP	VBG	36	0.010297
VBP	VBN	213	0.060927
VBP	VBP	2	0.000572
VBP	WDT	1	0.000286
VBP	JJ	60	0.017162
VBP	WP	1	0.000286
VBP	DT	50	0.014302
VBP	PUNC	77	0.022025
VBP	NN	27	0.007723
VBP	POS	1	0.000286
VBP	TO	36	0.010297
VBP	PRP	246	0.070366
VBP	RB	1008	0.288330
VBP	NNS	4	0.001144
VBP	NNP	3	0.000858
VBP	VB	1695	0.484840
VBP	WRB	1	0.000286
VBP	CC	1	0.000286
VBP	RBS	1	0.000286
VBP	IN	19	0.005435
VBP	JJS	1	0.000286
VBP	JJR	2	0.000572
WDT	PRP$	17	0.005546
WDT	FW	1	0.000326
WDT	VBP	104	0.033931
WDT	JJ	38	0.012398
WDT	VBZ	109	0.035563
WDT	DT	138	0.045024
WDT	PUNC	76	0.024796
WDT	NN	102	0.033279
WDT	VBD	220	0.071778
WDT	TO	14	0.004568
WDT	PRP	247	0.080587
WDT	RB	115	0.037520
WDT	NNS	6	0.001958
WDT	NNP	52	0.016966
WDT	VB	1432	0.467210
WDT	PDT	3	0.000979
WDT	RBR	1	0.000326
WDT	CD	5	0.001631
WDT	EX	6	0.001958
WDT	IN	28	0.009135
WDT	MD	350	0.114192
WDT	NNPS	1	0.000326
JJ	PRP$	167	0.002616
JJ	VBG	4	0.000063
JJ	VBD	44	0.000689
JJ	VBN	5	0.000078
JJ	VBP	23	0.000360
JJ	WDT	46	0.000721
JJ	JJ	4699	0.073622
JJ	WP	59	0.000924
JJ	VBZ	31	0.000486
JJ	DT	1164	0.018237
JJ	PUNC	7453	0.116771
JJ	NN	32556	0.510074
JJ	FW	9	0.000141
JJ	POS	26	0.000407
JJ	TO	1602	0.025099
JJ	PRP	369	0.005781
JJ	RB	1077	0.016874
JJ	NNS	5007	0.078448
JJ	NNP	1101	0.017250
JJ	VB	1105	0.017313
JJ	WRB	93	0.001457
JJ	CC	2448	0.038354
JJ	PDT	1	0.000016
JJ	RBS	1	0.000016
JJ	RBR	19	0.000298
JJ	CD	321	0.005029
JJ	EX	10	0.000157
JJ	IN	4233	0.066321
JJ	RP	1	0.000016
JJ	MD	75	0.001175
JJ	NNPS	56	0.000877
JJ	JJS	7	0.000110
JJ	JJR	12	0.000188
JJ	UH	2	0.000031
WP	PRP$	20	0.006807
WP	VBG	1	0.000340
WP	VBD	237	0.080667
WP	VBN	1	0.000340
WP	VBP	115	0.039142
WP	WDT	1	0.000340
WP	JJ	29	0.009871
WP	WP	1	0.000340
WP	VBZ	109	0.037100
WP	DT	126	0.042886
WP	PUNC	90	0.030633
WP	NN	105	0.035739
WP	POS	44	0.014976
WP	TO	23	0.007828
WP	PRP	398	0.135466
WP	RB	105	0.035739
WP	NNS	20	0.006807
WP	NNP	60	0.020422
WP	VB	1179	0.401293
WP	WRB	1	0.000340
WP	CC	3	0.001021
WP	PDT	1	0.000340
WP	RBR	1	0.000340
WP	CD	4	0.001361
WP	EX	2	0.000681
WP	IN	61	0.020762
WP	MD	199	0.067733
WP	JJS	1	0.000340
WP	JJR	1	0.000340
VBZ	PRP$	20	0.005278
VBZ	VBG	44	0.011613
VBZ	VBD	1	0.000264
VBZ	VBN	268	0.070731
VBZ	WDT	1	0.000264
VBZ	JJ	114	0.030087
VBZ	WP	9	0.002375
VBZ	VBZ	1	0.000264
VBZ	DT	159	0.041964
VBZ	PUNC	51	0.013460
VBZ	NN	36	0.009501
VBZ	TO	56	0.014780
VBZ	PRP	42	0.011085
VBZ	RB	872	0.230140
VBZ	NNS	3	0.000792
VBZ	NNP	17	0.004487
VBZ	VB	2033	0.536553
VBZ	WRB	9	0.002375
VBZ	CC	1	0.000264
VBZ	RBS	1	0.000264
VBZ	CD	8	0.002111
VBZ	EX	5	0.001320
VBZ	IN	33	0.008709
VBZ	JJS	2	0.000528
VBZ	JJR	2	0.000528
DT	PRP$	81	0.001064
DT	VBG	6	0.000079
DT	VBD	63	0.000828
DT	VBN	2	0.000026
DT	VBP	26	0.000342
DT	WDT	23	0.000302
DT	JJ	18822	0.247352
DT	WP	156	0.002050
DT	VBZ	107	0.001406
DT	DT	228	0.002996
DT	PUNC	1185	0.015573
DT	NN	42541	0.559059
DT	FW	20	0.000263
DT	TO	47	0.000618
DT	PRP	110	0.001446
DT	RB	1207	0.015862
DT	NNS	3067	0.040305
DT	NNP	4610	0.060583
DT	VB	1255	0.016493
DT	CC	64	0.000841
DT	RBS	16	0.000210
DT	RBR	123	0.001616
DT	CD	869	0.011420
DT	EX	3	0.000039
DT	IN	628	0.008253
DT	WP$	5	0.000066
DT	MD	182	0.002392
DT	NNPS	259	0.003404
DT	JJS	227	0.002983
DT	JJR	154	0.002024
DT	UH	6	0.000079
DT	NNP|NP	1	0.000013
PR	NNP	1	1.000000
PP	VB	1	0.500000
PP	PUNC	1	0.500000
PUNC	PRP$	618	0.006056
PUNC	VBG	47	0.000461
PUNC	VBD	386	0.003783
PUNC	VBN	9	0.000088
PUNC	VBP	277	0.002715
PUNC	WDT	609	0.005968
PUNC	JJ	3753	0.036779
PUNC	WP	666	0.006527
PUNC	VBZ	267	0.002617
PUNC	DT	5938	0.058192
PUNC	PUNC	7934	0.077753
PUNC	NN	5791	0.056752
PUNC	FW	89	0.000872
PUNC	POS	10	0.000098
PUNC	TO	631	0.006184
PUNC	PRP	5113	0.050107
PUNC	RB	5034	0.049333
PUNC	NNS	711	0.006968
PUNC	NNP	4319	0.042326
PUNC	VB	6171	0.060476
PUNC	WRB	653	0.006399
PUNC	CC	7083	0.069413
PUNC	LS	5	0.000049
PUNC	PDT	10	0.000098
PUNC	RBS	11	0.000108
PUNC	RBR	41	0.000402
PUNC	CD	1854	0.018169
PUNC	EX	340	0.003332
PUNC	IN	5608	0.054958
PUNC	WP$	61	0.000598
PUNC	MD	468	0.004586
PUNC	NNPS	39	0.000382
PUNC	JJS	13	0.000127
PUNC	JJR	29	0.000284
PUNC	UH	282	0.002764
NN	PRP$	108	0.000807
NN	VBG	69	0.000516
NN	VBD	1902	0.014215
NN	VBN	24	0.000179
NN	VBP	665	0.004970
NN	WDT	1513	0.011308
NN	JJ	2550	0.019058
NN	WP	556	0.004155
NN	VBZ	1456	0.010882
NN	DT	1181	0.008826
NN	PUNC	39473	0.295006
NN	NN	10149	0.075850
NN	FW	15	0.000112
NN	POS	1405	0.010500
NN	TO	3959	0.029588
NN	PRP	1599	0.011950
NN	RB	5442	0.040671
NN	NNS	1854	0.013856
NN	NNP	896	0.006696
NN	VB	13641	0.101948
NN	WRB	579	0.004327
NN	CC	8294	0.061986
NN	LS	4	0.000030
NN	PDT	1	0.000007
NN	RBS	3	0.000022
NN	RBR	26	0.000194
NN	CD	514	0.003841
NN	EX	106	0.000792
NN	IN	33067	0.247130
NN	WP$	67	0.000501
NN	RP	1	0.000007
NN	NN|SYM	2	0.000015
NN	MD	2631	0.019663
NN	NNPS	14	0.000105
NN	JJS	8	0.000060
NN	JJR	29	0.000217
FW	VB	4	0.014760
FW	NNPS	3	0.011070
FW	PUNC	116	0.428044
FW	RB	2	0.007380
FW	NN	19	0.070111
FW	FW	69	0.254613
FW	CC	4	0.014760
FW	PRP$	1	0.003690
FW	CD	1	0.003690
FW	WDT	3	0.011070
FW	JJ	4	0.014760
FW	IN	6	0.022140
FW	DT	2	0.007380
FW	NNS	4	0.014760
FW	NNP	33	0.121771
POS	PRP$	4	0.001174
POS	VBG	4	0.001174
POS	VBD	2	0.000587
POS	WDT	1	0.000294
POS	JJ	588	0.172637
POS	DT	22	0.006459
POS	PUNC	134	0.039342
POS	NN	1925	0.565179
POS	FW	1	0.000294
POS	TO	1	0.000294
POS	PRP	8	0.002349
POS	RB	38	0.011157
POS	NNS	189	0.055490
POS	NNP	233	0.068409
POS	VB	114	0.033470
POS	WRB	6	0.001762
POS	CC	24	0.007046
POS	RBS	9	0.002642
POS	RBR	2	0.000587
POS	CD	38	0.011157
POS	EX	1	0.000294
POS	IN	24	0.007046
POS	MD	2	0.000587
POS	NNPS	7	0.002055
POS	JJS	29	0.008514
TO	PRP$	413	0.028669
TO	VBG	2	0.000139
TO	FW	1	0.000069
TO	WDT	2	0.000139
TO	JJ	464	0.032209
TO	WP	31	0.002152
TO	DT	2464	0.171040
TO	PUNC	124	0.008608
TO	NN	721	0.050049
TO	TO	9	0.000625
TO	PRP	353	0.024504
TO	RB	61	0.004234
TO	NNS	114	0.007913
TO	NNP	524	0.036374
TO	VB	8864	0.615299
TO	WRB	14	0.000972
TO	CC	9	0.000625
TO	PDT	5	0.000347
TO	RBS	3	0.000208
TO	CD	188	0.013050
TO	IN	28	0.001944
TO	NNPS	4	0.000278
TO	JJS	1	0.000069
TO	JJR	7	0.000486
PRP	PRP$	30	0.000960
PRP	VBG	6	0.000192
PRP	VBD	2298	0.073520
PRP	VBN	9	0.000288
PRP	VBP	1337	0.042774
PRP	WDT	16	0.000512
PRP	JJ	380	0.012157
PRP	WP	68	0.002176
PRP	VBZ	808	0.025850
PRP	DT	415	0.013277
PRP	PUNC	3010	0.096298
PRP	NN	145	0.004639
PRP	TO	580	0.018556
PRP	PRP	118	0.003775
PRP	RB	1797	0.057491
PRP	NNS	25	0.000800
PRP	NNP	30	0.000960
PRP	VB	14601	0.467127
PRP	WRB	63	0.002016
PRP	CC	350	0.011197
PRP	PDT	5	0.000160
PRP	RBS	1	0.000032
PRP	RBR	5	0.000160
PRP	CD	12	0.000384
PRP	EX	12	0.000384
PRP	IN	1531	0.048981
PRP	WP$	2	0.000064
PRP	MD	3583	0.114630
PRP	NNPS	6	0.000192
PRP	JJR	12	0.000384
PRP	UH	1	0.000032
PRP	MD|VB	1	0.000032
RB	PRP$	263	0.005969
RB	VBG	39	0.000885
RB	VBD	153	0.003473
RB	VBN	135	0.003064
RB	VBP	95	0.002156
RB	WDT	38	0.000862
RB	JJ	6371	0.144602
RB	WP	109	0.002474
RB	VBZ	101	0.002292
RB	DT	2736	0.062099
RB	PP	2	0.000045
RB	PUNC	8429	0.191312
RB	NN	2302	0.052248
RB	FW	2	0.000045
RB	POS	27	0.000613
RB	TO	1300	0.029506
RB	PRP	1566	0.035543
RB	RB	4541	0.103066
RB	NNS	160	0.003631
RB	NNP	395	0.008965
RB	VB	8829	0.200390
RB	WRB	214	0.004857
RB	CC	775	0.017590
RB	PDT	16	0.000363
RB	RBS	4	0.000091
RB	RBR	68	0.001543
RB	CD	374	0.008489
RB	EX	118	0.002678
RB	IN	4540	0.103044
RB	WP$	1	0.000023
RB	MD	238	0.005402
RB	NNPS	3	0.000068
RB	JJS	6	0.000136
RB	JJR	104	0.002360
RB	UH	4	0.000091
NP	PUNC	1	1.000000
NNS	PRP$	9	0.000502
NNS	VBG	10	0.000558
NNS	VBD	312	0.017411
NNS	VBN	3	0.000167
NNS	VBP	436	0.024330
NNS	WDT	281	0.015681
NNS	JJ	319	0.017801
NNS	WP	193	0.010770
NNS	VBZ	69	0.003850
NNS	DT	147	0.008203
NNS	PUNC	5621	0.313672
NNS	NN	126	0.007031
NNS	POS	39	0.002176
NNS	TO	578	0.032254
NNS	PRP	202	0.011272
NNS	RB	852	0.047545
NNS	NNS	35	0.001953
NNS	NNP	55	0.003069
NNS	VB	2200	0.122768
NNS	WRB	83	0.004632
NNS	CC	1417	0.079074
NNS	PDT	1	0.000056
NNS	RBS	1	0.000056
NNS	RBR	8	0.000446
NNS	CD	45	0.002511
NNS	EX	15	0.000837
NNS	IN	4414	0.246317
NNS	WP$	15	0.000837
NNS	MD	419	0.023382
NNS	JJS	4	0.000223
NNS	JJR	11	0.000614
NNP	PRP$	19	0.000738
NNP	VBG	3	0.000117
NNP	FW	30	0.001166
NNP	VBN	3	0.000117
NNP	VBP	69	0.002681
NNP	WDT	38	0.001477
NNP	JJ	263	0.010220
NNP	WP	65	0.002526
NNP	VBZ	352	0.013678
NNP	DT	155	0.006023
NNP	PUNC	9024	0.350664
NNP	NN	2162	0.084013
NNP	VBD	753	0.029261
NNP	POS	1727	0.067110
NNP	TO	329	0.012785
NNP	PRP	123	0.004780
NNP	RB	558	0.021683
NNP	NNS	513	0.019935
NNP	NNP	51	0.001982
NNP	VB	4674	0.181627
NNP	WRB	55	0.002137
NNP	CC	1533	0.059571
NNP	LS	1	0.000039
NNP	RBR	2	0.000078
NNP	CD	495	0.019235
NNP	EX	8	0.000311
NNP	IN	2068	0.080361
NNP	WP$	6	0.000233
NNP	MD	493	0.019158
NNP	NNPS	147	0.005712
NNP	JJR	9	0.000350
NNP	NNP|VBN	1	0.000039
NNP	UH	4	0.000155
VB	PRP$	3959	0.039271
VB	VBG	19	0.000188
VB	VBD	40	0.000397
VB	VBN	107	0.001061
VB	VBP	24	0.000238
VB	WDT	74	0.000734
VB	JJ	9374	0.092985
VB	WP	416	0.004126
VB	VBZ	24	0.000238
VB	DT	19018	0.188648
VB	PUNC	9722	0.096437
VB	NN	6008	0.059596
VB	FW	6	0.000060
VB	POS	45	0.000446
VB	TO	4266	0.042316
VB	PRP	5866	0.058188
VB	RB	10228	0.101456
VB	NP	1	0.000010
VB	NNS	988	0.009800
VB	NNP	2035	0.020186
VB	VB	10298	0.102151
VB	WRB	508	0.005039
VB	CC	1555	0.015425
VB	PDT	76	0.000754
VB	RBS	14	0.000139
VB	RBR	156	0.001547
VB	CD	910	0.009027
VB	EX	102	0.001012
VB	IN	14636	0.145181
VB	WP$	1	0.000010
VB	RP	2	0.000020
VB	MD	75	0.000744
VB	NNPS	28	0.000278
VB	JJS	36	0.000357
VB	JJR	187	0.001855
VB	UH	8	0.000079
WRB	PRP$	68	0.021204
WRB	VBD	54	0.016838
WRB	VBP	44	0.013720
WRB	WDT	4	0.001247
WRB	JJ	264	0.082320
WRB	WP	2	0.000624
WRB	VBZ	12	0.003742
WRB	DT	640	0.199563
WRB	PUNC	138	0.043031
WRB	NN	196	0.061116
WRB	POS	8	0.002495
WRB	TO	64	0.019956
WRB	PRP	1063	0.331462
WRB	RB	119	0.037106
WRB	NNS	41	0.012785
WRB	NNP	169	0.052697
WRB	VB	124	0.038665
WRB	CC	11	0.003430
WRB	PDT	3	0.000935
WRB	RBS	2	0.000624
WRB	CD	25	0.007795
WRB	EX	40	0.012473
WRB	IN	40	0.012473
WRB	MD	71	0.022139
WRB	NNPS	3	0.000935
WRB	JJR	1	0.000312
WRB	UH	1	0.000312
CC	PRP$	604	0.023608
CC	VBG	7	0.000274
CC	VBD	168	0.006566
CC	VBN	6	0.000235
CC	VBP	83	0.003244
CC	WDT	79	0.003088
CC	JJ	3257	0.127301
CC	WP	127	0.004964
CC	VBZ	89	0.003479
CC	DT	3068	0.119914
CC	PUNC	640	0.025015
CC	NN	4243	0.165839
CC	FW	6	0.000235
CC	TO	266	0.010397
CC	PRP	1735	0.067813
CC	RB	2105	0.082275
CC	NNS	702	0.027438
CC	NNP	1604	0.062693
CC	VB	4151	0.162244
CC	WRB	165	0.006449
CC	CC	5	0.000195
CC	PDT	10	0.000391
CC	RBS	10	0.000391
CC	RBR	28	0.001094
CC	CD	340	0.013289
CC	EX	156	0.006097
CC	IN	1634	0.063866
CC	WP$	11	0.000430
CC	MD	181	0.007074
CC	NNPS	29	0.001133
CC	JJS	7	0.000274
CC	JJR	65	0.002541
CC	UH	4	0.000156
LS	PUNC	15	0.750000
LS	LS	5	0.250000
PDT	DT	208	0.995215
PDT	JJ	1	0.004785
RBS	VB	8	0.066116
RBS	NNPS	2	0.016529
